[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-10 09:22:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-10 09:22:14] [class-ss-setup-task.php:33] Creating archive directory: /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/
[2025-02-10 09:22:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/assignment/wordpress/
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5498a817-pPGhdc.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt?simply_static_page=731
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt?simply_static_page=731
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5498a817-pPGhdc.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/dev-tools.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5498b1fe-U1ZFp8.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/dev-tools.js?simply_static_page=732
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/dev-tools.js?simply_static_page=732
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 23856 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/dev-tools.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5498b1fe-U1ZFp8.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/dev-tools.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:98582921505da423253e0348051bd9bfc324399b===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5498bd41-xG9VDY.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js?simply_static_page=733
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js?simply_static_page=733
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 28984 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5498bd41-xG9VDY.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:304a7a3faebda1f4f8650f06b7d6d63855c5cef6===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5498c945-3NSOSw.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js?simply_static_page=734
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js?simply_static_page=734
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 44877 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5498c945-3NSOSw.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:87080caf85d6a769a9940b583153c0494959e610===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5498d5f1-7yKMh8.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js?simply_static_page=735
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js?simply_static_page=735
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 650769 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5498d5f1-7yKMh8.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:0ff6b78cfe9d2c204157870caf2ccf4f0a9e8707===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5498f762-DhTayh.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=736
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=736
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 11609 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5498f762-DhTayh.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:bd451f8dd27c50d09f388484ed35be2f3d8ed7be===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c549901b5-T94XNf.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/admin-top-bar.js?simply_static_page=737
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/admin-top-bar.js?simply_static_page=737
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 69044 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c549901b5-T94XNf.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:739996fc1ee8af6984379ca799fa03c29fda1897===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5499105d-UUSsF4.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=738
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=738
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 25426 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/responsive-bar.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5499105d-UUSsF4.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:1335f1042fb64f610dfa8e4fabef4650ec1c0819===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/web-cli.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54991cc8-TGngwI.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/web-cli.js?simply_static_page=739
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/web-cli.js?simply_static_page=739
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 493079 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/web-cli.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54991cc8-TGngwI.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/web-cli.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:3abdc387df2b674bc6e676fb74db497861860952===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/notes.min.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54993b47-XPlSvM.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=740
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=740
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 9275 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/notes.min.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54993b47-XPlSvM.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/notes.min.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:b0626e4a68224550ffdef99164278cdb6de44a8a===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c549946d2-dWq6l6.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt?simply_static_page=741
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt?simply_static_page=741
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c549946d2-dWq6l6.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/gutenberg.min.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54995321-Lf77Vt.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/gutenberg.min.js?simply_static_page=742
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/gutenberg.min.js?simply_static_page=742
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 4100 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/gutenberg.min.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54995321-Lf77Vt.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/gutenberg.min.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:6e7e77b223f92931a2e1b3389478ee3417fd4b20===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54995f82-oAABif.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js?simply_static_page=743
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js?simply_static_page=743
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 113026 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54995f82-oAABif.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:17] [class-ss-page.php:119] Checking Content Identical:f5e2bb0fadb7f05dbf8c34936889ed80948e9f17===. Value: FALSE
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2025-02-10 09:22:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 925
[2025-02-10 09:22:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c549970e2-cH9sjW.tmp
[2025-02-10 09:22:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=744
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=744
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:103] Filesize: 672 bytes
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-02-10 09:22:17] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
